"","RDA1","RDA2","RDA3","RDA4","RDA5","RDA6","RDA7"
"Gsp",-1.120256963433,-1.59026740100889,0.470522687755178,-0.859575778819821,-1.14165310353155,1.21152755093884,0.537707108511634
"Nsc",-0.974532261754698,-0.561595128994592,-0.40002407273742,2.76539452775571,0.561228008889512,-1.73591603053628,0.0751891710071139
"Pbi",-0.930307875815177,-1.1723893938043,0.286846666202291,0.227292136992675,-0.451238422374357,0.920522033573719,0.049065032212881
"Pbr",-0.0337978280431771,-0.0115737826772005,0.0694616338879477,0.0515414510681944,-0.210932231662149,-0.157582700812848,0.165631961457375
"Pha",-1.92888323702198,-3.29999464936126,-1.62356949524156,-1.33957040607076,-0.858099409761309,1.5062305288604,-0.142002453908952
"Stu",-0.0144410873753597,0.21553804642639,0.556584318759734,-0.707585681227988,0.324179386606449,1.08815384445872,0.868400159100203
"Kgl",-0.873225656605524,-0.295622077367552,0.0349749902090799,0.906511353995652,0.288062303247158,1.14082670695164,0.350260820004872
"Oro",-0.240626460230914,0.193256639805323,0.119821641531782,0.417301156768313,-0.444163266331575,-0.384913079009671,0.602510696556967
"Tor",0.0423099523594483,-0.33478591703479,0.395626881527559,0.162250730220796,-0.766581854264839,0.0242985823731244,1.31285034367922
"Cdi",-0.515974790325633,0.264308233722424,0.237603097512839,-0.393986243793843,-0.707583783657416,-0.505410371708076,0.324903537271136
"Cra",-0.135475349223989,-0.228692920155982,-0.294549894421215,-0.321102234000063,-0.405181001465255,-0.354439150181415,-0.0299152917142378
"Ore",0.0351125078128688,0.437800518579131,0.353143637492251,-1.01086229785452,-0.81021494283951,-0.303155280027947,-0.975731270239623
"Ata",-0.00949774225745248,0.0110575027026961,0.0317451204915357,-0.0269737010284663,-0.0321203131253967,0.0205905552682766,0.0483283367622774
"Cfu",-0.271459728635013,0.341116988613952,0.473894618925213,0.513991509329384,0.047897880537041,0.553954970478476,0.394357501118991
"Cgr",-0.169762414879726,0.37706848602868,0.163875085648358,0.175816351499695,-0.0707540162870469,0.147496533044609,0.495845608253627
"Lan",-1.00344739608995,0.213648596439019,1.24450447253633,-0.395656755561587,0.46751602987056,-0.477789671035902,0.136818634688835
"Pcl",-0.140313799518835,-0.0163305054746929,0.148625429207795,-0.0021396214250472,-0.349905623978156,-0.278612780993666,0.0871751498772923
"Pmi",-0.869279799987974,0.954876662397327,0.16762686518853,0.662690854755704,-0.81572240161707,-0.58879958808145,0.473678677639766
"Pos",0.202522219570583,0.136010585796353,0.0184073366743857,0.203920965102065,-0.132214821516965,-0.152951107324579,-0.136236935177198
"Pse",-0.325005571973043,0.0371356589303063,0.0680191518750966,0.410294249040749,-0.698479066355758,-0.359419868073218,0.753099106274745
"Cden",-0.550962466823887,0.201237587159691,0.486378792396495,0.652944431298604,0.176748632654302,-0.659325247475704,0.695604521728186
"Aco",-0.119079110397146,0.139240758068712,-0.363684149129394,-0.156669853769012,-0.756560527623741,-0.0992781607449603,-0.113941631591706
"Dip",0.0343152654112578,0.0897525395069345,-0.0652610867139132,-0.0181110757474744,-0.112483525820052,-0.246806993882939,0.0701466798788386
"Csu",-0.0483954890426819,0.303995214158479,-0.167923196877318,0.0442928680626789,-0.817447019809075,-0.836565679112851,0.120859351285354
"Mnu",0.111511354410833,0.127951769404709,-0.0602763808334322,-0.226263503201572,-0.171440128909487,-0.111807969562398,-0.384146905627352
"Pco",-0.23833951750617,0.139849846221398,-0.0472492371794941,-0.177887646614191,-0.615710488994137,-0.595564979355085,0.0675293955371045
"Cdeb",-0.957670196903288,1.1827718836817,0.81514202319453,-1.49004565257197,-0.857617238075268,-1.06714816470393,1.35202968325205
"Cwa",-0.042365443068434,0.343319032071613,0.476978586973065,-0.189291221151737,0.00711320751148578,0.675919133032627,0.927052041634629
"Pba",-0.0414234585458973,0.0981249422618133,0.099621358363917,0.228001223126422,0.0402937080604374,-0.0806605799547611,0.144123613831917
"Dac",-0.0981290593128395,0.176990818092948,0.0405326223678021,-0.079920788377276,-0.255597133787501,0.300843701844436,-0.0166796510068688
"Ptr",-1.23516916860927,2.43439445429433,-0.562096470781938,-0.943719065145529,-1.4617120020769,-0.535528927439488,0.557687360675806
"Lun",-0.716605528316344,1.73707034844269,-0.53729032450265,-0.926894696496724,1.25892304502242,-1.08034906504482,-1.13199334183637
"Nsi",0.0427921243896277,-0.12249241821693,-0.192171630642704,-0.0557394248628149,-0.162213325367739,0.211000818944186,0.2508132960445
"Rst",0.0148151109800199,-0.00695564407743887,0.196705365905747,-0.0648266024025178,-0.0683431570245805,0.542090232099618,0.575821595409101
"Pst",-0.119193001648432,0.17563652980905,-0.0965811927150266,-0.164136764127177,-0.122769616271117,-0.0050608585915396,0.486555531789869
"Acn",0.0250161241021688,0.196851521618913,-0.127482216188665,0.00980258115003685,-0.0542428089362351,0.410460904038384,-0.199567974033188
"Tno",0.292452272770189,-0.737883752129295,1.14367735200886,-0.856136183362723,0.733629000824831,0.0946792856463171,1.02700855390197
"Ccu",-0.181454740839484,0.225553041730127,-0.0971218527615576,-0.138136820526469,-0.0678666334940253,-0.234375796679189,0.127465082257758
"Pan",-0.0153842759560164,-0.190757491708233,0.0324321468771616,0.143773254244653,0.0894865722790582,0.0858183951769232,0.0444074362572858
"Gfa",0.0607404149749565,0.0959856219369198,-0.110206763620128,0.0771660854887135,0.371623197844319,0.317571577842842,0.399169213044876
"Hta",0.0484532914695727,-0.0226839708067391,0.188594543864298,-0.25442387698974,0.504385388259962,-0.205888018724672,-0.711862969752055
"Dsp",0.0479333057172452,-0.0039406596814679,0.24309282138097,-0.0539420639710996,-0.219373037215919,0.184431764432867,0.264361168155103
"Psu",-0.218723013488238,-0.186232597918982,0.119726207151189,-0.277175600397019,-0.0633060656282128,-0.183873034971052,0.999543887398589
"Cei",-0.306343836308104,0.165380270431501,-0.133419705420611,0.208210262977088,-0.408670471882301,-0.594803773064708,-0.0749129556555687
"Ndi",-0.0187419375869023,0.0557188028862391,0.0458662831813964,0.077293107722013,0.120930018080067,0.0931614078692362,-0.0547649001076409
"Cda",-0.298732656797164,0.96509791113466,0.582766192809263,-0.812127596997612,0.224553013030278,0.254069432809614,1.79596830693965
"Dro",-0.19213564975584,0.192491803727996,0.0778849365179481,0.0878424048828529,-0.047927988336938,-0.194132098890135,0.413375881446469
"Cha",-0.131816036357728,0.0712974042689759,0.2416457017518,0.264781119193638,-0.0105688753362234,0.297483363705653,0.575442121155289
"Pac",-0.238594945024925,0.0795627068076366,-0.565049409764746,-0.404614659481745,-0.840271889653426,-1.74341910726791,0.0313241738913056
"Cau",-0.0983482196693464,0.0705526557663911,-0.0983512424355068,-0.136842718434085,-0.110722586477884,0.165244075943734,0.151407019120381
"Coc",-0.0990087901582215,0.0221733227361286,0.231250571132972,0.0401698867038265,-0.103374975742183,0.0475601059713964,0.492400346122663
"Pte",0.22188545381401,-0.00556953579693885,-0.283023716360363,0.128170457510972,0.11635698101642,0.278488154617306,-0.0160933895699156
"Edu",2.07719130987825,1.73569337351204,-1.41673974903198,-0.969004541096762,0.284968815855644,1.84016576453975,0.752542303205767
"Mpe",-0.0726190781330977,0.08609874038941,-0.0410317653461095,0.0409495913627873,-0.0196218261463679,0.23659911256912,-0.0117358228088579
"Pde",-0.0422975146053394,-0.0810329521911013,-0.0236585522033272,0.0673463248219107,0.0227690389879782,-0.0159643774013747,0.189399110789893
"Plo",-0.569936092244198,0.647188190436768,-0.0632244698125756,0.306127170491515,-0.360010553768715,0.373191398820682,0.00815329260412362
"Dpu",-0.239415145522917,0.369023030575406,-0.089651174901173,-0.450113006159084,-0.396683394657357,0.113508180059013,0.161921386320521
"Rte",-0.0226323458553087,0.0673380733116511,0.00450340886970118,-0.177607390940984,-0.210495125161809,0.14986348002756,0.320447803835666
"Fja",-0.541432257029824,0.639638915015329,-0.651436602805489,-0.198979779434765,-1.10352838759796,-0.226536435693518,-0.0139350091625968
"Hak",-0.16377949231389,0.218013675159589,-0.16789944110855,-0.0645280522288964,-0.337473405020703,-0.0672979526131401,-0.326152401608741
"Mhe",0.301047426418001,-0.889935451700662,-2.34085830263687,-0.977303021947691,1.20810680507148,-1.63903112869174,1.96350537701743
"Dno",0.000314000589956182,0.00184051515879429,-0.00161874275069591,-0.00476232338891104,0.00706493136769071,0.0157187151117741,0.0115051394136682
"...80",6.25,2.49,0.97,0.4,0.18,0.17,0.12
