"","RDA1","RDA2","RDA3","RDA4","RDA5","RDA6","RDA7","RDA8","RDA9"
"Pte",0.208814107572122,-0.114477080531001,0.305362084230196,-0.179286699670169,-0.326819698097975,-0.415858982591446,0.0441776161269197,-0.150621997268756,-0.28949962455146
"Edu",2.16738069682904,1.10645911499932,1.52572934679607,-2.62178406899721,-0.0624821504450892,-1.09676218627933,0.855615228979827,0.717750268787053,-1.40524792724436
"Mpe",-0.0863205507316885,0.0563739345611225,-0.00242221592452493,-0.104408582585577,-0.164307365818111,-0.206580185152526,0.0525577117978511,0.024459500692528,-0.195547921212176
"Pde",-0.0488334611528222,-0.0855654890176397,-0.00978340773188094,-0.0425467890759139,-0.0432010216330469,-0.0731020461314353,-0.0401918645454048,-0.160568041847481,-0.0439950181201953
"Plo",-0.558937214601193,0.556328293262303,0.129550152640237,-0.700155718071485,0.0376347707461239,-0.568692265908085,-0.17425334463356,-0.44892115981092,0.147598010776818
"Dpu",-0.231921773519901,0.375428825570613,-0.0447058250810891,-0.176178512785879,-0.0672091235540937,0.140486389233477,0.516879518348375,0.0871224747540502,0.202445370946204
"Rte",-0.0283965815268004,0.0414452813570502,-0.00840199139349059,-0.172756455375358,0.0361230496259172,-0.0907362751134402,0.246300079728523,-0.023832220540065,0.0326009919832023
"Fja",-0.539743949894066,0.504622192159613,0.321269734293084,-0.952732251901343,-0.353895389710395,-0.21407210980369,0.450133228488814,-0.83987493985817,0.985118847067654
"Hak",-0.162304643184171,0.20897713314625,0.00179636638151661,-0.173797842938581,-0.132888947747088,0.118515320321531,0.0911315877274707,0.0921007266328321,0.410810298369417
"Mhe",0.325530436581803,-1.11457932895215,1.9849881550424,0.246725938789288,-1.22823227972701,1.1574528240019,1.42030307105127,-1.22022749597805,-0.382815728193268
"Dno",0.000163884383555064,0.00103939200344822,0.00107531440250669,-0.0024197045856381,-0.00343685403738988,-0.00541204933285503,0.00905597438870181,-0.00143037690606072,-0.0141887194300155
"...80",6.33,2.59,2.2,0.8,0.8,0.6,0.33,0.22,0.18
